time;Model Root/CTRL_VEH/DriveMode [0|1|2|3|4]/Value;Model Root/CTRL_VEH/DriverRequest [%]/Value;Model Root/STATUS_BAT/StateOfCharge [%]/Value;Model Root/STATUS_VEH/Recuperation [0|1]/In1;Model Root/STATUS_VEH/VehicleTractionStandby [0|1]/In1
11.000000;4.00;50.00;69.92;0.00;1.00
11.010000;4.00;50.00;69.92;0.00;1.00
11.020000;4.00;50.00;69.92;0.00;1.00
11.030000;4.00;50.00;69.92;0.00;1.00
11.040000;4.00;50.00;69.92;0.00;1.00
11.050000;4.00;50.00;69.92;0.00;1.00
11.060000;4.00;50.00;69.92;0.00;1.00
11.070000;4.00;50.00;69.92;0.00;1.00
11.080000;4.00;50.00;69.92;0.00;1.00
11.090000;4.00;50.00;69.92;0.00;1.00
11.100000;4.00;50.00;69.92;0.00;1.00
11.110000;4.00;50.00;69.92;0.00;1.00
11.120000;4.00;50.00;69.92;0.00;1.00
11.130000;4.00;50.00;69.92;0.00;1.00
11.140000;4.00;50.00;69.92;0.00;1.00
11.150000;4.00;50.00;69.92;0.00;1.00
11.160000;4.00;50.00;69.92;0.00;1.00
11.170000;4.00;50.00;69.92;0.00;1.00
11.180000;4.00;50.00;69.92;0.00;1.00
11.190000;4.00;50.00;69.92;0.00;1.00
11.200000;4.00;50.00;69.92;0.00;1.00
11.210000;4.00;50.00;69.92;0.00;1.00
11.220000;4.00;50.00;69.92;0.00;1.00
11.230000;4.00;50.00;69.92;0.00;1.00
11.240000;4.00;50.00;69.92;0.00;1.00
11.250000;4.00;50.00;69.92;0.00;1.00
11.260000;4.00;50.00;69.92;0.00;1.00
11.270000;4.00;50.00;69.92;0.00;1.00
11.280000;4.00;50.00;69.92;0.00;1.00
11.290000;4.00;50.00;69.92;0.00;1.00
11.300000;4.00;50.00;69.92;0.00;1.00
11.310000;4.00;50.00;69.92;0.00;1.00
11.320000;4.00;50.00;69.92;0.00;1.00
11.330000;4.00;50.00;69.92;0.00;1.00
11.340000;4.00;50.00;69.91;0.00;1.00
11.350000;4.00;50.00;69.91;0.00;1.00
11.360000;4.00;50.00;69.91;0.00;1.00
11.370000;4.00;50.00;69.91;0.00;1.00
11.380000;4.00;50.00;69.91;0.00;1.00
11.390000;4.00;50.00;69.91;0.00;1.00
11.400000;4.00;50.00;69.91;0.00;1.00
11.410000;4.00;50.00;69.91;0.00;1.00
11.420000;4.00;50.00;69.91;0.00;1.00
11.430000;4.00;50.00;69.91;0.00;1.00
11.440000;4.00;50.00;69.91;0.00;1.00
11.450000;4.00;50.00;69.91;0.00;1.00
11.460000;4.00;50.00;69.91;0.00;1.00
11.470000;4.00;50.00;69.91;0.00;1.00
11.480000;4.00;50.00;69.91;0.00;1.00
11.490000;4.00;50.00;69.91;0.00;1.00
11.500000;4.00;50.00;69.91;0.00;1.00
11.510000;4.00;50.00;69.91;0.00;1.00
11.520000;4.00;50.00;69.91;0.00;1.00
11.530000;4.00;50.00;69.91;0.00;1.00
11.540000;4.00;50.00;69.91;0.00;1.00
11.550000;4.00;50.00;69.91;0.00;1.00
11.560000;4.00;50.00;69.91;0.00;1.00
11.570000;4.00;50.00;69.91;0.00;1.00
11.580000;4.00;50.00;69.91;0.00;1.00
11.590000;4.00;50.00;69.91;0.00;1.00
11.600000;4.00;50.00;69.91;0.00;1.00
11.610000;4.00;50.00;69.91;0.00;1.00
11.620000;4.00;50.00;69.91;0.00;1.00
11.630000;4.00;50.00;69.91;0.00;1.00
11.640000;4.00;0.00;69.91;1.00;1.00
11.650000;4.00;0.00;69.91;1.00;1.00
11.660000;4.00;0.00;69.91;1.00;1.00
11.670000;4.00;0.00;69.91;1.00;1.00
11.680000;4.00;0.00;69.91;1.00;1.00
11.690000;4.00;0.00;69.91;1.00;1.00
11.700000;4.00;0.00;69.91;1.00;1.00
11.710000;4.00;0.00;69.91;1.00;1.00
11.720000;4.00;0.00;69.91;1.00;1.00
11.730000;4.00;0.00;69.91;1.00;1.00
11.740000;4.00;0.00;69.91;1.00;1.00
11.750000;4.00;0.00;69.91;1.00;1.00
11.760000;4.00;0.00;69.91;1.00;1.00
11.770000;4.00;0.00;69.91;1.00;1.00
11.780000;4.00;0.00;69.91;1.00;1.00
11.790000;4.00;0.00;69.91;1.00;1.00
11.800000;4.00;0.00;69.91;1.00;1.00
11.810000;4.00;0.00;69.91;1.00;1.00
11.820000;4.00;0.00;69.91;1.00;1.00
11.830000;4.00;0.00;69.91;1.00;1.00
11.840000;4.00;0.00;69.91;1.00;1.00
11.850000;4.00;0.00;69.91;1.00;1.00
11.860000;4.00;0.00;69.91;1.00;1.00
11.870000;4.00;0.00;69.91;1.00;1.00
11.880000;4.00;0.00;69.91;1.00;1.00
11.890000;4.00;0.00;69.91;1.00;1.00
11.900000;4.00;0.00;69.91;1.00;1.00
11.910000;4.00;0.00;69.91;1.00;1.00
11.920000;4.00;0.00;69.91;1.00;1.00
11.930000;4.00;0.00;69.91;1.00;1.00
11.940000;4.00;0.00;69.91;1.00;1.00
11.950000;4.00;0.00;69.91;1.00;1.00
11.960000;4.00;0.00;69.91;1.00;1.00
11.970000;4.00;0.00;69.91;1.00;1.00
11.980000;4.00;0.00;69.91;1.00;1.00
11.990000;4.00;0.00;69.91;1.00;1.00
12.000000;4.00;0.00;69.91;1.00;1.00
12.010000;4.00;0.00;69.91;1.00;1.00
12.020000;4.00;0.00;69.91;1.00;1.00
12.030000;4.00;0.00;69.91;1.00;1.00
12.040000;4.00;0.00;69.91;1.00;1.00
12.050000;4.00;0.00;69.91;1.00;1.00
12.060000;4.00;0.00;69.91;1.00;1.00
12.070000;4.00;0.00;69.91;1.00;1.00
12.080000;4.00;0.00;69.91;1.00;1.00
12.090000;4.00;0.00;69.91;1.00;1.00
12.100000;4.00;0.00;69.91;1.00;1.00
12.110000;4.00;0.00;69.91;1.00;1.00
12.120000;4.00;0.00;69.91;1.00;1.00
12.130000;4.00;0.00;69.91;1.00;1.00
12.140000;4.00;0.00;69.91;1.00;1.00
12.150000;4.00;0.00;69.91;1.00;1.00
12.160000;4.00;0.00;69.91;1.00;1.00
12.170000;4.00;0.00;69.91;1.00;1.00
12.180000;4.00;0.00;69.91;1.00;1.00
12.190000;4.00;0.00;69.91;1.00;1.00
12.200000;4.00;0.00;69.91;1.00;1.00
12.210000;4.00;0.00;69.91;1.00;1.00
12.220000;4.00;0.00;69.91;1.00;1.00
12.230000;4.00;0.00;69.90;1.00;1.00
12.240000;4.00;0.00;69.90;1.00;1.00
12.250000;4.00;0.00;69.90;1.00;1.00
12.260000;4.00;0.00;69.90;1.00;1.00
12.270000;4.00;0.00;69.90;1.00;1.00
12.280000;4.00;0.00;69.90;1.00;1.00
12.290000;4.00;0.00;69.90;1.00;1.00
12.300000;4.00;0.00;69.90;1.00;1.00
12.310000;4.00;0.00;69.90;1.00;1.00
12.320000;4.00;0.00;69.90;1.00;1.00
12.330000;4.00;0.00;69.90;1.00;1.00
12.340000;4.00;0.00;69.90;1.00;1.00
12.350000;4.00;0.00;69.90;1.00;1.00
12.360000;4.00;0.00;69.90;1.00;1.00
12.370000;4.00;0.00;69.90;1.00;1.00
12.380000;4.00;0.00;69.90;1.00;1.00
12.390000;4.00;0.00;69.90;1.00;1.00
12.400000;4.00;0.00;69.90;1.00;1.00
12.410000;4.00;0.00;69.90;1.00;1.00
12.420000;4.00;0.00;69.90;1.00;1.00
12.430000;4.00;0.00;69.90;1.00;1.00
12.440000;4.00;0.00;69.90;1.00;1.00
12.450000;4.00;0.00;69.90;1.00;1.00
12.460000;4.00;0.00;69.90;1.00;1.00
12.470000;4.00;0.00;69.90;1.00;1.00
12.480000;4.00;0.00;69.90;1.00;1.00
12.490000;4.00;0.00;69.90;1.00;1.00
12.500000;4.00;0.00;69.90;1.00;1.00
12.510000;4.00;0.00;69.90;1.00;1.00
12.520000;4.00;0.00;69.90;1.00;1.00
12.530000;4.00;0.00;69.90;1.00;1.00
12.540000;4.00;0.00;69.90;1.00;1.00
12.550000;4.00;0.00;69.90;1.00;1.00
12.560000;4.00;0.00;69.90;1.00;1.00
12.570000;4.00;0.00;69.90;1.00;1.00
12.580000;4.00;0.00;69.90;1.00;1.00
12.590000;4.00;0.00;69.90;1.00;1.00
12.600000;4.00;0.00;69.90;1.00;1.00
12.610000;4.00;0.00;69.90;1.00;1.00
12.620000;4.00;0.00;69.90;1.00;1.00
12.630000;4.00;0.00;69.90;1.00;1.00
12.640000;4.00;0.00;69.90;0.00;1.00
12.650000;4.00;0.00;69.90;0.00;1.00
12.660000;4.00;0.00;69.90;1.00;1.00
12.670000;4.00;0.00;69.90;1.00;1.00
12.680000;4.00;0.00;69.90;1.00;1.00
12.690000;4.00;0.00;69.90;1.00;1.00
12.700000;4.00;0.00;69.90;1.00;1.00
12.710000;4.00;0.00;69.90;1.00;1.00
12.720000;4.00;0.00;69.90;1.00;1.00
12.730000;4.00;0.00;69.90;1.00;1.00
12.740000;4.00;0.00;69.90;1.00;1.00
12.750000;4.00;0.00;69.90;1.00;1.00
12.760000;4.00;0.00;69.90;1.00;1.00
12.770000;4.00;0.00;69.90;1.00;1.00
12.780000;4.00;0.00;69.90;1.00;1.00
12.790000;4.00;0.00;69.90;1.00;1.00
12.800000;4.00;0.00;69.90;1.00;1.00
12.810000;4.00;0.00;69.90;1.00;1.00
12.820000;4.00;0.00;69.90;1.00;1.00
12.830000;4.00;0.00;69.90;1.00;1.00
12.840000;4.00;0.00;69.90;1.00;1.00
12.850000;4.00;0.00;69.90;1.00;1.00
12.860000;4.00;0.00;69.90;1.00;1.00
12.870000;4.00;0.00;69.90;1.00;1.00
12.880000;4.00;0.00;69.90;1.00;1.00
12.890000;4.00;0.00;69.90;1.00;1.00
12.900000;4.00;0.00;69.90;1.00;1.00
12.910000;4.00;0.00;69.90;1.00;1.00
12.920000;4.00;0.00;69.90;1.00;1.00
12.930000;4.00;0.00;69.90;1.00;1.00
12.940000;4.00;0.00;69.90;1.00;1.00
12.950000;4.00;0.00;69.90;1.00;1.00
12.960000;4.00;0.00;69.90;1.00;1.00
12.970000;4.00;0.00;69.90;1.00;1.00
12.980000;4.00;0.00;69.90;1.00;1.00
12.990000;4.00;0.00;69.90;1.00;1.00
13.000000;4.00;0.00;69.90;1.00;1.00
13.010000;4.00;0.00;69.90;1.00;1.00
13.020000;4.00;0.00;69.90;1.00;1.00
13.030000;4.00;0.00;69.90;1.00;1.00
13.040000;4.00;0.00;69.90;1.00;1.00
13.050000;4.00;0.00;69.90;1.00;1.00
13.060000;4.00;0.00;69.90;1.00;1.00
13.070000;4.00;0.00;69.90;1.00;1.00
13.080000;4.00;0.00;69.90;1.00;1.00
13.090000;4.00;0.00;69.90;1.00;1.00
13.100000;4.00;0.00;69.90;1.00;1.00
13.110000;4.00;0.00;69.89;1.00;1.00
13.120000;4.00;0.00;69.89;1.00;1.00
13.130000;4.00;0.00;69.89;1.00;1.00
13.140000;4.00;0.00;69.89;1.00;1.00
13.150000;4.00;0.00;69.89;1.00;1.00
13.160000;4.00;0.00;69.89;1.00;1.00
13.170000;4.00;0.00;69.89;1.00;1.00
13.180000;4.00;0.00;69.89;1.00;1.00
13.190000;4.00;0.00;69.89;1.00;1.00
13.200000;4.00;0.00;69.89;1.00;1.00
13.210000;4.00;0.00;69.89;1.00;1.00
13.220000;4.00;0.00;69.89;1.00;1.00
13.230000;4.00;0.00;69.89;1.00;1.00
13.240000;4.00;0.00;69.89;1.00;1.00
13.250000;4.00;0.00;69.89;1.00;1.00
13.260000;4.00;0.00;69.89;1.00;1.00
13.270000;4.00;0.00;69.89;1.00;1.00
13.280000;4.00;0.00;69.89;1.00;1.00
13.290000;4.00;0.00;69.89;1.00;1.00
13.300000;4.00;0.00;69.89;1.00;1.00
13.310000;4.00;0.00;69.89;1.00;1.00
13.320000;4.00;0.00;69.89;1.00;1.00
13.330000;4.00;0.00;69.89;1.00;1.00
13.340000;4.00;0.00;69.89;1.00;1.00
13.350000;4.00;0.00;69.89;1.00;1.00
13.360000;4.00;0.00;69.89;1.00;1.00
13.370000;4.00;0.00;69.89;1.00;1.00
13.380000;4.00;0.00;69.89;1.00;1.00
13.390000;4.00;0.00;69.89;1.00;1.00
13.400000;4.00;0.00;69.89;1.00;1.00
13.410000;4.00;0.00;69.89;1.00;1.00
13.420000;4.00;0.00;69.89;1.00;1.00
13.430000;4.00;0.00;69.89;1.00;1.00
13.440000;4.00;0.00;69.89;1.00;1.00
13.450000;4.00;0.00;69.89;1.00;1.00
13.460000;4.00;0.00;69.89;1.00;1.00
13.470000;4.00;0.00;69.89;1.00;1.00
13.480000;4.00;0.00;69.89;1.00;1.00
13.490000;4.00;0.00;69.89;1.00;1.00
13.500000;4.00;0.00;69.89;1.00;1.00
13.510000;4.00;0.00;69.89;1.00;1.00
13.520000;4.00;0.00;69.89;1.00;1.00
13.530000;4.00;0.00;69.89;1.00;1.00
13.540000;4.00;0.00;69.89;1.00;1.00
13.550000;4.00;0.00;69.89;1.00;1.00
13.560000;4.00;0.00;69.89;1.00;1.00
13.570000;4.00;0.00;69.89;1.00;1.00
13.580000;4.00;0.00;69.89;1.00;1.00
13.590000;4.00;0.00;69.89;1.00;1.00
13.600000;4.00;0.00;69.89;1.00;1.00
13.610000;4.00;0.00;69.89;1.00;1.00
13.620000;4.00;0.00;69.89;1.00;1.00
13.630000;4.00;0.00;69.89;1.00;1.00
13.640000;4.00;0.00;69.89;1.00;1.00
13.650000;4.00;0.00;69.89;1.00;1.00
13.660000;4.00;0.00;69.89;1.00;1.00
13.670000;4.00;0.00;69.89;1.00;1.00
13.680000;4.00;0.00;69.89;1.00;1.00
13.690000;4.00;0.00;69.89;1.00;1.00
13.700000;4.00;0.00;69.89;1.00;1.00
13.710000;4.00;0.00;69.89;1.00;1.00
13.720000;4.00;0.00;69.89;1.00;1.00
13.730000;4.00;0.00;69.89;1.00;1.00
13.740000;4.00;0.00;69.89;1.00;1.00
13.750000;4.00;0.00;69.89;1.00;1.00
13.760000;4.00;0.00;69.89;1.00;1.00
13.770000;4.00;0.00;69.89;1.00;1.00
13.780000;4.00;0.00;69.89;1.00;1.00
13.790000;4.00;0.00;69.89;1.00;1.00
13.800000;4.00;0.00;69.89;1.00;1.00
13.810000;4.00;0.00;69.89;1.00;1.00
13.820000;4.00;0.00;69.89;1.00;1.00
13.830000;4.00;0.00;69.89;1.00;1.00
13.840000;4.00;0.00;69.89;1.00;1.00
13.850000;4.00;0.00;69.89;1.00;1.00
13.860000;4.00;0.00;69.89;1.00;1.00
13.870000;4.00;0.00;69.89;1.00;1.00
13.880000;4.00;0.00;69.89;1.00;1.00
13.890000;4.00;0.00;69.89;1.00;1.00
13.900000;4.00;0.00;69.89;1.00;1.00
13.910000;4.00;0.00;69.89;1.00;1.00
13.920000;4.00;0.00;69.89;1.00;1.00
13.930000;4.00;0.00;69.89;1.00;1.00
13.940000;4.00;0.00;69.89;1.00;1.00
13.950000;4.00;0.00;69.89;1.00;1.00
13.960000;4.00;0.00;69.89;1.00;1.00
13.970000;4.00;0.00;69.89;1.00;1.00
13.980000;4.00;0.00;69.88;1.00;1.00
13.990000;4.00;0.00;69.88;1.00;1.00
14.000000;4.00;0.00;69.88;1.00;1.00
14.010000;4.00;0.00;69.88;1.00;1.00
14.020000;4.00;0.00;69.88;1.00;1.00
14.030000;4.00;0.00;69.88;1.00;1.00
14.040000;4.00;0.00;69.88;1.00;1.00
14.050000;4.00;0.00;69.88;1.00;1.00
14.060000;4.00;0.00;69.88;1.00;1.00
14.070000;4.00;0.00;69.88;1.00;1.00
14.080000;4.00;0.00;69.88;1.00;1.00
14.090000;4.00;0.00;69.88;1.00;1.00
14.100000;4.00;0.00;69.88;1.00;1.00
14.110000;4.00;0.00;69.88;1.00;1.00
14.120000;4.00;0.00;69.88;1.00;1.00
14.130000;4.00;0.00;69.88;1.00;1.00
14.140000;4.00;0.00;69.88;1.00;1.00
14.150000;4.00;0.00;69.88;1.00;1.00
14.160000;4.00;0.00;69.88;1.00;1.00
14.170000;4.00;0.00;69.88;1.00;1.00
14.180000;4.00;0.00;69.88;1.00;1.00
14.190000;4.00;0.00;69.88;1.00;1.00
14.200000;4.00;0.00;69.88;1.00;1.00
14.210000;4.00;0.00;69.88;1.00;1.00
14.220000;4.00;0.00;69.88;1.00;1.00
14.230000;4.00;0.00;69.88;1.00;1.00
14.240000;4.00;0.00;69.88;1.00;1.00
14.250000;4.00;0.00;69.88;1.00;1.00
14.260000;4.00;0.00;69.88;1.00;1.00
14.270000;4.00;0.00;69.88;1.00;1.00
14.280000;4.00;0.00;69.88;1.00;1.00
14.290000;4.00;0.00;69.88;1.00;1.00
14.300000;4.00;0.00;69.88;1.00;1.00
14.310000;4.00;0.00;69.88;1.00;1.00
14.320000;4.00;0.00;69.88;1.00;1.00
14.330000;4.00;0.00;69.88;1.00;1.00
14.340000;4.00;0.00;69.88;1.00;1.00
14.350000;4.00;0.00;69.88;1.00;1.00
14.360000;4.00;0.00;69.88;1.00;1.00
14.370000;4.00;0.00;69.88;1.00;1.00
14.380000;4.00;0.00;69.88;1.00;1.00
14.390000;4.00;0.00;69.88;1.00;1.00
14.400000;4.00;0.00;69.88;1.00;1.00
14.410000;4.00;0.00;69.88;1.00;1.00
14.420000;4.00;0.00;69.88;1.00;1.00
14.430000;4.00;0.00;69.88;1.00;1.00
14.440000;4.00;0.00;69.88;1.00;1.00
14.450000;4.00;0.00;69.88;1.00;1.00
14.460000;4.00;0.00;69.88;1.00;1.00
14.470000;4.00;0.00;69.88;1.00;1.00
14.480000;4.00;0.00;69.88;1.00;1.00
14.490000;4.00;0.00;69.88;1.00;1.00
14.500000;4.00;0.00;69.88;1.00;1.00
14.510000;4.00;0.00;69.88;1.00;1.00
14.520000;4.00;0.00;69.88;1.00;1.00
14.530000;4.00;0.00;69.88;1.00;1.00
14.540000;4.00;0.00;69.88;1.00;1.00
14.550000;4.00;0.00;69.88;1.00;1.00
14.560000;4.00;0.00;69.88;1.00;1.00
14.570000;4.00;0.00;69.88;1.00;1.00
14.580000;4.00;0.00;69.88;1.00;1.00
14.590000;4.00;0.00;69.88;1.00;1.00
14.600000;4.00;0.00;69.88;1.00;1.00
14.610000;4.00;0.00;69.88;1.00;1.00
14.620000;4.00;0.00;69.88;1.00;1.00
14.630000;4.00;0.00;69.88;1.00;1.00
14.640000;4.00;0.00;69.88;1.00;1.00
14.650000;4.00;0.00;69.88;1.00;1.00
14.660000;4.00;0.00;69.88;1.00;1.00
14.670000;4.00;0.00;69.88;1.00;1.00
14.680000;4.00;0.00;69.88;1.00;1.00
14.690000;4.00;0.00;69.88;1.00;1.00
14.700000;4.00;0.00;69.88;1.00;1.00
14.710000;4.00;0.00;69.88;1.00;1.00
14.720000;4.00;0.00;69.88;1.00;1.00
14.730000;4.00;0.00;69.88;1.00;1.00
14.740000;4.00;0.00;69.88;1.00;1.00
14.750000;4.00;0.00;69.88;1.00;1.00
14.760000;4.00;0.00;69.88;1.00;1.00
14.770000;4.00;0.00;69.88;1.00;1.00
14.780000;4.00;0.00;69.88;1.00;1.00
14.790000;4.00;0.00;69.88;1.00;1.00
14.800000;4.00;0.00;69.88;1.00;1.00
14.810000;4.00;0.00;69.88;1.00;1.00
14.820000;4.00;0.00;69.88;1.00;1.00
14.830000;4.00;0.00;69.88;1.00;1.00
14.840000;4.00;0.00;69.87;1.00;1.00
14.850000;4.00;0.00;69.87;1.00;1.00
14.860000;4.00;0.00;69.87;1.00;1.00
14.870000;4.00;0.00;69.87;1.00;1.00
14.880000;4.00;0.00;69.87;1.00;1.00
14.890000;4.00;0.00;69.87;1.00;1.00
14.900000;4.00;0.00;69.87;1.00;1.00
14.910000;4.00;0.00;69.87;1.00;1.00
14.920000;4.00;0.00;69.87;1.00;1.00
14.930000;4.00;0.00;69.87;1.00;1.00
14.940000;4.00;0.00;69.87;1.00;1.00
14.950000;4.00;0.00;69.87;1.00;1.00
14.960000;4.00;0.00;69.87;1.00;1.00
14.970000;4.00;0.00;69.87;1.00;1.00
14.980000;4.00;0.00;69.87;1.00;1.00
14.990000;4.00;0.00;69.87;1.00;1.00
15.000000;4.00;0.00;69.87;1.00;1.00
15.010000;4.00;0.00;69.87;1.00;1.00
15.020000;4.00;0.00;69.87;1.00;1.00
15.030000;4.00;0.00;69.87;1.00;1.00
15.040000;4.00;0.00;69.87;1.00;1.00
15.050000;4.00;0.00;69.87;1.00;1.00
15.060000;4.00;0.00;69.87;1.00;1.00
15.070000;4.00;0.00;69.87;1.00;1.00
15.080000;4.00;0.00;69.87;1.00;1.00
15.090000;4.00;0.00;69.87;1.00;1.00
15.100000;4.00;0.00;69.87;1.00;1.00
15.110000;4.00;0.00;69.87;1.00;1.00
15.120000;4.00;0.00;69.87;1.00;1.00
15.130000;4.00;0.00;69.87;1.00;1.00
15.140000;4.00;0.00;69.87;1.00;1.00
15.150000;4.00;0.00;69.87;1.00;1.00
15.160000;4.00;0.00;69.87;1.00;1.00
15.170000;4.00;0.00;69.87;1.00;1.00
15.180000;4.00;0.00;69.87;1.00;1.00
15.190000;4.00;0.00;69.87;1.00;1.00
15.200000;4.00;0.00;69.87;1.00;1.00
15.210000;4.00;0.00;69.87;1.00;1.00
15.220000;4.00;0.00;69.87;1.00;1.00
15.230000;4.00;0.00;69.87;0.00;1.00
15.240000;4.00;0.00;69.87;0.00;1.00
15.250000;4.00;0.00;69.87;0.00;1.00
15.260000;4.00;0.00;69.87;0.00;1.00
15.270000;4.00;0.00;69.87;0.00;1.00
15.280000;4.00;0.00;69.87;0.00;1.00
15.290000;4.00;0.00;69.87;0.00;1.00
15.300000;4.00;0.00;69.87;0.00;1.00
15.310000;4.00;0.00;69.87;0.00;1.00
15.320000;4.00;0.00;69.87;0.00;1.00
15.330000;4.00;0.00;69.87;0.00;1.00
15.340000;4.00;0.00;69.87;0.00;1.00
15.350000;4.00;0.00;69.87;0.00;1.00
15.360000;4.00;0.00;69.87;0.00;1.00
15.370000;4.00;0.00;69.87;0.00;1.00
15.380000;4.00;0.00;69.87;0.00;1.00
15.390000;4.00;0.00;69.87;0.00;1.00
15.400000;4.00;0.00;69.87;0.00;1.00
15.410000;4.00;0.00;69.87;0.00;1.00
15.420000;4.00;0.00;69.87;0.00;1.00
15.430000;4.00;0.00;69.87;0.00;1.00
15.440000;4.00;0.00;69.87;0.00;1.00
15.450000;4.00;0.00;69.87;0.00;1.00
15.460000;4.00;0.00;69.87;0.00;1.00
15.470000;4.00;0.00;69.87;0.00;1.00
15.480000;4.00;0.00;69.87;0.00;1.00
15.490000;4.00;0.00;69.87;0.00;1.00
15.500000;4.00;0.00;69.87;0.00;1.00
15.510000;4.00;0.00;69.87;0.00;1.00
15.520000;4.00;0.00;69.87;0.00;1.00
15.530000;4.00;0.00;69.87;0.00;1.00
15.540000;4.00;0.00;69.87;0.00;1.00
15.550000;4.00;0.00;69.87;0.00;1.00
15.560000;4.00;0.00;69.87;0.00;1.00
15.570000;4.00;0.00;69.87;0.00;1.00
15.580000;4.00;0.00;69.87;0.00;1.00
15.590000;4.00;0.00;69.87;0.00;1.00
15.600000;4.00;0.00;69.87;0.00;1.00
15.610000;4.00;0.00;69.87;0.00;1.00
15.620000;4.00;0.00;69.87;0.00;1.00
15.630000;4.00;0.00;69.87;0.00;1.00
15.640000;4.00;0.00;69.87;0.00;1.00
15.650000;4.00;0.00;69.87;0.00;1.00
15.660000;4.00;0.00;69.87;0.00;1.00
15.670000;4.00;0.00;69.87;0.00;1.00
15.680000;4.00;0.00;69.87;0.00;1.00
15.690000;4.00;0.00;69.86;0.00;1.00
15.700000;4.00;0.00;69.86;0.00;1.00
15.710000;4.00;0.00;69.86;0.00;1.00
15.720000;4.00;0.00;69.86;0.00;1.00
15.730000;4.00;0.00;69.86;0.00;1.00
15.740000;4.00;0.00;69.86;0.00;1.00
15.750000;4.00;0.00;69.86;0.00;1.00
15.760000;4.00;0.00;69.86;0.00;1.00
15.770000;4.00;0.00;69.86;0.00;1.00
15.780000;4.00;0.00;69.86;0.00;1.00
15.790000;4.00;0.00;69.86;0.00;1.00
15.800000;4.00;0.00;69.86;0.00;1.00
15.810000;4.00;0.00;69.86;0.00;1.00
15.820000;4.00;0.00;69.86;0.00;1.00
15.830000;4.00;0.00;69.86;0.00;1.00
15.840000;4.00;0.00;69.86;0.00;1.00
15.850000;4.00;0.00;69.86;0.00;1.00
15.860000;4.00;0.00;69.86;0.00;1.00
15.870000;4.00;0.00;69.86;0.00;1.00
15.880000;4.00;0.00;69.86;0.00;1.00
15.890000;4.00;0.00;69.86;0.00;1.00
15.900000;4.00;0.00;69.86;0.00;1.00
15.910000;4.00;0.00;69.86;0.00;1.00
15.920000;4.00;0.00;69.86;0.00;1.00
15.930000;4.00;0.00;69.86;0.00;1.00
15.940000;4.00;0.00;69.86;0.00;1.00
15.950000;4.00;0.00;69.86;0.00;1.00
15.960000;4.00;0.00;69.86;0.00;1.00
15.970000;4.00;0.00;69.86;0.00;1.00
15.980000;4.00;0.00;69.86;0.00;1.00
15.990000;4.00;0.00;69.86;0.00;1.00
16.000000;4.00;0.00;69.86;0.00;1.00
16.010000;4.00;0.00;69.86;0.00;1.00
16.020000;4.00;0.00;69.86;0.00;1.00
16.030000;4.00;0.00;69.86;0.00;1.00
16.040000;4.00;0.00;69.86;0.00;1.00
16.050000;4.00;0.00;69.86;0.00;1.00
16.060000;4.00;0.00;69.86;0.00;1.00
16.070000;4.00;0.00;69.86;0.00;1.00
16.080000;4.00;0.00;69.86;0.00;1.00
16.090000;4.00;0.00;69.86;0.00;1.00
16.100000;4.00;0.00;69.86;0.00;1.00
16.110000;4.00;0.00;69.86;0.00;1.00
16.120000;4.00;0.00;69.86;0.00;1.00
16.130000;4.00;0.00;69.86;0.00;1.00
16.140000;4.00;0.00;69.86;0.00;1.00
16.150000;4.00;0.00;69.86;0.00;1.00
16.160000;4.00;0.00;69.86;0.00;1.00
16.170000;4.00;0.00;69.86;0.00;1.00
16.180000;4.00;0.00;69.86;0.00;1.00
16.190000;4.00;0.00;69.86;0.00;1.00
16.200000;4.00;0.00;69.86;0.00;1.00
16.210000;4.00;0.00;69.86;0.00;1.00
16.220000;4.00;0.00;69.86;0.00;1.00
16.230000;4.00;0.00;69.86;0.00;1.00
16.240000;4.00;0.00;69.86;0.00;1.00
16.250000;4.00;0.00;69.86;0.00;1.00
16.260000;4.00;0.00;69.86;0.00;1.00
16.270000;4.00;0.00;69.86;0.00;1.00
16.280000;4.00;0.00;69.86;0.00;1.00
16.290000;4.00;0.00;69.86;0.00;1.00
16.300000;4.00;0.00;69.86;0.00;1.00
16.310000;4.00;0.00;69.86;0.00;1.00
16.320000;4.00;0.00;69.86;0.00;1.00
16.330000;4.00;0.00;69.86;0.00;1.00
16.340000;4.00;0.00;69.86;0.00;1.00
16.350000;4.00;0.00;69.86;0.00;1.00
16.360000;4.00;0.00;69.86;0.00;1.00
16.370000;4.00;0.00;69.86;0.00;1.00
16.380000;4.00;0.00;69.86;0.00;1.00
16.390000;4.00;0.00;69.86;0.00;1.00
16.400000;4.00;0.00;69.86;0.00;1.00
16.410000;4.00;0.00;69.86;0.00;1.00
16.420000;4.00;0.00;69.86;0.00;1.00
16.430000;4.00;0.00;69.86;0.00;1.00
16.440000;4.00;0.00;69.86;0.00;1.00
16.450000;4.00;0.00;69.86;0.00;1.00
16.460000;4.00;0.00;69.86;0.00;1.00
16.470000;4.00;0.00;69.86;0.00;1.00
16.480000;4.00;0.00;69.86;0.00;1.00
16.490000;4.00;0.00;69.86;0.00;1.00
16.500000;4.00;0.00;69.86;0.00;1.00
16.510000;4.00;0.00;69.86;0.00;1.00
16.520000;4.00;0.00;69.86;0.00;1.00
